text,category,price
"Justice hope crop Brand is Justice. Justice short sleeve animal print crop. ""Hope"" is written in blue with rhinestones. Size 12. Super soft. In good used condition. Offers are always considered. Bundle to save!",Kids/Girls (4+)/Tops & T-Shirts,13.0
Frankie's bikinis floral koa bottoms Brand is Frankie's Bikinis. Size small brand new with tags and liner,Women/Swimwear/Two-Piece,54.0
3D Fiber Lashes Shipping. 3D Fiber Lashes contains 1 transplanting gel and 1 fiber lashes. New in box-factory sealed in plastic- never opened. Ready to ship!,Beauty/Makeup/Eyes,13.0
"PINK Glitter Samsung GALAXY S5 casePRICE IS VERY FIRM , DONT ACCEPT ANY OFFER . DONT ASK FOR LOWER OR FREE SHIPPING . Buy Today - Ship Today . Shipping takes 3-5 days to receive. 1 case is [rm] 2 cases is [rm] 3 cases is [rm] 4 cases is [rm] Combine shipping [rm] for all cases o This Cover is a combination Of High Quality Durable rubber case + Aluminum with UV printing on the back . o Photo Quality Print for beautiful definition . o High Quality , Easy Snap-On attachment with direct access to all buttons . **We have it available for all the phone size bellow , you can buy this listing and send Us a message for you phone size after order . iPhone 7 , 7 plus , 6/6S , iPhone 6 Plus/6S plus , IPhone SE/ 5/5S , iPhone 5C , iPhone 4/4S , IPod Touch 5 , iPod touch 6 Samsung Galaxy Note 7 , note 5 , Note 4 , Note 3 , Note 2 N7100 , Samsung note Edge Samsung Galaxy S7, S7 Edge , S6 , S6 Edge , S6 Edge Plus , Galaxy S5 , S4 , S3 Samsung GALAXY J7 Htc One M9 , M8 Sony Xperia Z4 , Z3 , Z2 LG G5 , G4 , G3 ,G2","Electronics/Cell Phones & Accessories/Cases, Covers & Skins",16.0
"American Eagle Kick Boot Jeans 6 Reg Brand is American Eagle. NEW never worn American Eagle Kick Boot Jeans 6 Regular. Boot cut. Very dark wash, slightly distressed look. Love these!",Women/Jeans/Boot Cut,13.0
"Bath & Body Works - Endless Weekend Brand is Bath & Body Works. Fragrance, Bath and Body Works Endless Weekend",Beauty/Fragrance/Women,12.0
lu la roe NWT XXS Brand is LuLaRoe. New with tags. mystard colored. short sleeved. flowy at bottom. very cute. XXS.,Women/Tops & Blouses/Tunic,14.0
Bundle for Jodi [rm] Brand is PINK. Two items pictured above. Will ship tomorrow and include two free gifts! Thank you!,Women/Sweaters/Hooded,29.0
Sexy DressSexy bandage bodycon dress Package Hip Dresses O-neck Casual Spring dress . M,Women/Dresses/Knee-Length,19.0
Orange Off the Shoulder TopNo description yet,Women/Tops & Blouses/Blouse,12.0
Face And Eye Glow Primer Brand is Younique. No description yet,Beauty/Makeup/Face,12.0
"Pandora I love my Pet charm Brand is PANDORA.  Shipping. New Authentic Pandora I Love My Pet, Clear CZ Item No. 791713CZ Retails ([rm])",Women/Jewelry/Bracelets,35.0
Kat Von D liquid lipstick in Bow & Arrow Brand is Kat Von D.  Shipping. Brand new never used or swatched. Full size FREE SHIPPING Bow and arrow only,Beauty/Makeup/Lips,21.0
"Buffalo New York Dolman Sweater XL Brand is Buffalo.  Shipping. Buffalo New York Sweater Purchased from Lord & Taylor 3 years ago Beautiful, oversized, cable sweater One large button snaps in front Almost like a poncho but has large arm holes and dolman sleeves excellent worn condition Size XL",Women/Sweaters/Cardigan,15.0
Converse CTAS OX UNISEX in polar blue Brand is Converse.  Shipping. New in box Converse CTAS OX UNISEX shoes in polar blue. Women's size 7 and men's size 5. Originally [rm],Women/Shoes/Fashion Sneakers,40.0
ColourPop Eyeshadow in PatchworkBrand New Never Used Colourpop super shock eyeshadow in Patchwork. Brand New Never Used Colourpop super shock eyeshadow in Babykins Part of their holiday set limited edition. They brought this shade back exclusively for this kit. Last picture shows Laura Lee wearing Patchwork all over her lid. Please read bio! No Trades or Holds Bundle to save on shipping! Type in elj12 into search bar to sort and filter my items. Also save search and it will notify you when new items are listed Thank you for your interest in my products!,Beauty/Makeup/Eyes,20.0
Tie Dye Boutique Dress - L Shipping. Good condition. Worn a couple of times. No wear/stains.,"Women/Dresses/Above Knee, Mini",10.0
Medium Bathin Suit! Ordered Online!The bottoms show a little cheek and the top is good coverage! Loved this bathin suit but it doesn't fit me.,Women/Swimwear/Two-Piece,14.0
Tarte Bloom Palette Brand is Tarte. Only swatched Price is firm due to selling fee,Beauty/Makeup/Makeup Palettes,27.0
NWT Fashionnova summer dress size L Brand is Fashion Nova. It's NWT. Never worn.,Women/Dresses/Knee-Length,24.0
Funko pop Batman Superman walmart exclu Brand is Funko.  Shipping. Any questions please ask thank you,Vintage & Collectibles/Toy/Action Figure,11.0
Purple Sling Heels Sz 8JOEY Dark purple satin 4 in Very comfortable very pretty New (residual paper sticker -glue on inner shoe shown-removable by buyer-I did not want to damage shoe with any attempt further ).,Women/Shoes/Pumps,16.0
Victoria Secret Pink SweatPants Brand is Victoria's Secret. Size : XS,"Women/Athletic Apparel/Pants, Tights, Leggings",12.0
Disney movie until 8amSealed,Electronics/Media/DVD,11.0
"Size 8 Pandora leaf ring Brand is PANDORA. Size 8 sterling silver and gem leaf ring, in good condition",Women/Jewelry/Rings,32.0
Scentsy World Traveler New! Brand is Scentsy. 5 New Scentsy World Traveler wax bars smells so good!,Home/Home Décor/Home Fragrance,25.0
Stride Rite Children's Plush Slippers Brand is Stride Rite. NWT Stride Rite Children's Plush Slippers - Green Dino Claws xl size 13/1,Kids/Boys 2T-5T/Shoes,10.0
"Bape purple camo small shirt supreme cdg Brand is Bape.  Shipping. AUTHENTIC. Looks at the tags before asking. BAG INCLUDED. Brand new, and ships in 24 hours or less. Not taking any offers, price is firm. ALL OFFERS ARE AUTOMATICALLY DECLINED. Shirt is an Asian size M, tag will say M but will fit like an American size small I use the same picture for every listing instead of taking 4 different pictures for every size.",Men/Tops/T-shirts,39.0
Make America great again hat Shipping. Make America great again hat Collectible hat Brand new free shipping,Men/Men's Accessories/Hats,14.0
Urban decay all nighter setting spray Brand is Urban Decay. New in box. Urban decay all nighter setting spray. Size is 0.5 fl oz.,Beauty/Makeup/Face,14.0
Funko dorbz chase belle Brand is Funko. Funko dorbz chase village belle from beauty and the beast,Kids/Toys/Action Figures & Statues,29.0
World map bikini Brand is Victoria's Secret. No description yet,Women/Swimwear/Two-Piece,16.0
"NEW Black Lace Rose Embroidered Bralette Brand is Victoria's Secret. NEW NEVER WORN sexy black lace halter bralette with a rose embroidery design and an open back - perfect piece to add to your lingerie collection!i would recommend this for girls that wear sizes 34B and smaller (the straps are very stretchy) this is a boutique style, but it is very similar to the brand for love and lemons! tagged victoria's secret for views also available in white!",Women/Underwear/Bras,21.0
Just Dance 2017 Brand is Sony. PS3 game new never opened,Electronics/Video Games & Consoles/Games,24.0
"MetroPCS LG K7 Brand is LG. Phone must be used with MetroPCS. Phone can be unlocked to use with other GSM carriers at your expense. PRICE FIRM Comes with box, phone, battery, SIM card, manual and charger. 4G LTE enabled 5"" FWVGA true to nature color touchscreen 5MP auto focus rear facing camera with LED flash 5MP front facing camera 8GB ROM/1.5GB RAM 1.1 GHz quad core processor IMEI 352974085386958 Original retail [rm]",Electronics/Cell Phones & Accessories/Cell Phones & Smartphones,55.0
NEW Younique Moodstruck 3D Fiber MascaraBrand new unopened. Old packaging. Comes with 1 fiber mascara & 1 transplant gel and case,Beauty/Makeup/Eyes,21.0
Nike Dunks _ Men's/Women's Shipping. Slightly used but in GREAT condition!! Low tops. Men's size 7 ..Women's size 9,Men/Shoes/Athletic,25.0
TC LuLaRoe Leggings Shipping. Worn once by me with minor pilling,"Women/Athletic Apparel/Pants, Tights, Leggings",50.0
AE GIFTCARD / MERCH CREDIT [rm] Brand is American Eagle.  Shipping. This is like cash towards any American eagle purchase. I can either mail you the card or give you the card info. I tried it and it's still valid.,Women/Other/Other,5.0
"Gel Lab Deborah Lippmann Polish SetThe shade in the set is called ""Before He Cheats"". Base coat and top coat. Used once or twice.",Beauty/Makeup/Nails,10.0
FS lip smacker skittles balm Brand is Bonne Bell.  Shipping. All new 8 balms,Beauty/Makeup/Lips,5.0
925 sterling silver bracelet Shipping. 925 sterling silver bracelet. Marked 925 on the clasp.,Women/Jewelry/Bracelets,10.0
BNIB Nike Flyknits Brand is Nike.  Shipping. Condition: BNIB Size: 7 Color: bright grape/ black fire pink Price FIRM,Women/Shoes/Athletic,88.0
Nike Tshirt Brand is Nike.  Shipping. Men's Medium,Men/Tops/T-shirts,8.0
"NEW Stay Flawless by Benefit Primer! Brand is Benefit. Brand new! Great, long lasting primer!",Beauty/Makeup/Face,18.0
Bitty Baby Dress / Shoes Brand is American Boy & Girl.  Shipping. Bitty Dress with Matching Shoes,Kids/Toys/Dolls & Accessories,12.0
"A set NAKED4 Party Queen Makeup Palette Shipping. It is your good helper makeup:D If you buy more, I will give you a lower price:) [01] PRODUCT DETIALS NAKED4 Makeup Palette Included: 01. 1 set+ 1 brush 02. BRAND NEW 03. CLEARANCE 04. FREE SHIPPING [02] HOW LONG WILL IT TAKE TO GET ORDER? We will ship within 4-5 days, it will take around 5-10 business days to arrive. [03] IS IT AUTHENTIC? yeah, Always Authentic:D [04] CAN I BUY THE SAME ITEM HERE? Yeah, you can find them on our store listing in general, or search ' NAKED4 Makeup Palette ' to find them. @ NAKED4 Makeup Palette, NAKED4, Makeup Palette, Makeup Tools, Beauty",Beauty/Makeup/Makeup Sets,20.0
Deletta Large Women's Wing Shirt Shipping. No description yet,Women/Tops & Blouses/T-Shirts,6.0
Lovely unbranded silicone watch Shipping. New watch for worn. Never worn.,Women/Women's Accessories/Watches,6.0
"Gemstone green colored contact lenses Shipping. FRESHLOOK COLORBLENDS CONTACT LENS FAST FREE SHIPPING: SHIP DAILY! FREE CASE and CLEANING SOLUTION CIBA Vision/Non-Prescription Water content: 55% Diameter: 14.5 mm Base Curve: 8.6/Median Duration: Yearly Package: 2 pcs (1 pair) + 1 case + cleaning solution If you're interested in purchasing more than one color at a discount price or a different color, please comment below and we will change the listing for you. 2 Pairs for [rm]/3 for [rm]/ 4 for [rm]/ 5 for [rm] FreshLook Colorblends is the world's #1 selling color lens! These contacts provide a unique 3-in-1 technology, blending three colors into one to create the subtle, natural depth of beautiful eyes. Choose from different shades of blue, green, brown, gray, and amethyst. The colors are pigmented enough to be effective on both light and dark eyes. You'll love the freedom of crisp, clear vision and enhanced comfort owing to the super thin material and high water content. FreshLook Colorblends is approved by US FDA.",Beauty/Makeup/Eyes,13.0
"Contour Powder Palette - 3 Shades Shipping. Beauty Creations Step by Step Powder Contour Palette - Brand New & Sealed Contour, bronze & highlight ✔Bundle or buy more for discounts! ✅See our info page to find out how ➖Prices are firm and at our lowest ❤Check out our listings for more great gifts and stocking stuffers for Christmas Xmas. We also have contour palettes pallet, matte liquid lipstick, glitters, highlighters and more",Beauty/Makeup/Makeup Palettes,8.0
"American girl Kannani Brand is American Girl ®.  Shipping. She has a hair cut , her limbs are very tight her eyes work properly, shes in good condition except her hair",Kids/Toys/Dolls & Accessories,82.0
Pink Sea Salt & Papaya Body Mist Brand is Victoria's Secret. Limited edition 5 oz bottle,Beauty/Fragrance/Women,15.0
MascaraBundle with other things to save,Beauty/Makeup/Eyes,7.0
"Sz S VS Love Behati Signature Tee Brand is Victoria's Secret.  Shipping. NWT Victoria's Secret Love Signature Behati Tee Size Small Semi Sheer Back is plain Listing is for the WHITE tee only! Price is firm, shipping is FREE!",Women/Tops & Blouses/T-Shirts,14.0
"Burt's Bee's Sampler Pack New Brand is Burt's Bees. Burt's Bees travel size or sample size goodies. Includes: peppermint shower soap, Ross mary mint shower shampoo bar, vitamin E body & bath oil, coconut foot cream, facial cleanser, avocado butter hair treatment, green goddess herbal spa clay mask. All are New in sealed packages. I could not find an expiration date on anything.",Beauty/Skin Care/Body,21.0
Rag & Bone // J Brand Jean Bundle Brand is rag & bone. 2 JEANS FOR THE PRICE OF ONE RAG & BONE JEAN SIZE 25 ♡ 25♡ 25 HIGH RISE LEGGING J BRAND JEAN SIZE 24 ♡ 24 ♡ 24,"Women/Jeans/Slim, Skinny",19.0
Shoe Bundle! Brand is Lucky Brand. No description yet,Women/Shoes/Flats,32.0
"Boutine Gray Thong Bikini BottomsSuper cute, just never wear them!",Women/Swimwear/Two-Piece,24.0
Brand new! Calvin Klein set (M) Brand is Calvin Klein. Brand new! Calvin Klein set (M) Size medium Black Bikini fit underwear,Women/Athletic Apparel/Sports Bras,28.0
"Medium PINK Panty Brand is PINK.  Shipping. This listing is for a Lace Trim Hipster Panty that says: I can't adult today, definitely a panty you need for everyday of the week. • Keep it sweet and low in this hipster, a comfy cross between a boyshort and a bikini. Super soft and totally invisible under clothes. Only from Victoria’s Secret PINK. *Wide no-show lace trim *Extra low rise *Imported cotton/spandex • These are brand new in plastic and sold out. -All items come from a pet/smoke free home. -I'm paying for the shipping costs therefore please be considerate of my price. Lowballing offers will be ignored. -Bundle to get [rm] off each additional PINK item except on ⚡️ sale items. Thanks for looking, I delete and relist often so follow my shop to find me or ""like"" a sold listing. Kelsey_Loves_VS",Women/Underwear/Panties,9.0
"VS PINK muscle tank Brand is PINK. VS PINK ""I hate running"" maroon muscle tank - size Small but can fit a medium",Women/Athletic Apparel/Shirts & Tops,14.0
"Vera Bradley Laptop Case Shipping. This has never been used, but does not have tags.","Electronics/Cell Phones & Accessories/Cases, Covers & Skins",12.0
FIFA 17 Ps4 Shipping. BRAND NEW FACTORY SEALED,Electronics/Video Games & Consoles/Games,29.0
"I love my pitbull heart love decal dog Shipping. I love my dog pet pitbull heart love custom decal sticker for your car truck or any smooth surface area that is hard metal or plastic.. Colors: White Black Pink Red Green If you do not specify it will come as a WHITE window decal. it is 6"" and comes as shown made out of durable vinyl. if you want this made for a YETI or thermos or coffee cup or IPhone case Decal make everything UNIQUE ... it can be made smaller just specify once you buy the size if different from the standard 6"" ×*×* This is a great small gift idea to add to a card for a loved one or friend *×*×* *** IF YOU WANT WE WILL DO BUNDLE DEALS AS WELL IF YOU BUY 3 OR MORE DECALS JUST ASK *** you will also get complete instructions too as well as a free gift to say thank you * please rate us to complete the transaction once you receive your decal *",Handmade/Paper Goods/Sticker,4.0
